0.0,0.040235527,0.040235527,0.040235527,0.040235527,0.040235527,0.040235527,0.040235527,0.040235527,0.6986495
0.040235527,0.0,0.040235527,0.040235527,0.040235527,0.040235527,0.040235527,0.040235527,0.040235527,0.6986495
0.040235527,0.040235527,0.0,0.040235527,0.040235527,0.040235527,0.040235527,0.040235527,0.040235527,0.6986495
0.040235527,0.040235527,0.040235527,0.0,0.040235527,0.040235527,0.040235527,0.040235527,0.040235527,0.6986495
0.040235527,0.040235527,0.040235527,0.040235527,0.0,0.040235527,0.040235527,0.040235527,0.040235527,0.6986495
0.040235527,0.040235527,0.040235527,0.040235527,0.040235527,0.0,0.040235527,0.040235527,0.040235527,0.6986495
0.040235527,0.040235527,0.040235527,0.040235527,0.040235527,0.040235527,0.0,0.040235527,0.040235527,0.6986495
0.040235527,0.040235527,0.040235527,0.040235527,0.040235527,0.040235527,0.040235527,0.0,0.040235527,0.6986495
0.040235527,0.040235527,0.040235527,0.040235527,0.040235527,0.040235527,0.040235527,0.040235527,0.0,0.6986495
0.10784548,0.10784548,0.10784548,0.10784548,0.10784548,0.10784548,0.10784548,0.10784548,0.10784548,0.0
